Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
819258408,30,F,1,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975,4
819634233,54,F,2,Unknown,Married,TX,91750,no,yes,no,telephone,Selfemployeed,14975,4
820353558,60,F,0,High School,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,14975,4
820981383,40,F,3,Uneducated,Single,IL,91750,no,yes,no,cellular,Selfemployeed,14975,5
821149008,53,F,3,Doctorate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,14975,4
821179233,42,F,2,Graduate,Unknown,NY,91750,yes,no,no,unknown,Selfemployeed,14975,5
821370858,35,F,1,High School,Married,MA,91750,no,no,yes,cellular,Selfemployeed,14975,4
821710308,52,F,3,High School,Married,CA,91750,yes,no,no,cellular,Selfemployeed,14975,4
822893133,48,F,4,Unknown,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,4
823615983,28,F,0,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,14975,4
823948308,39,F,0,High School,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,5
824157858,55,F,2,Graduate,Single,FL,91750,no,yes,no,unknown,Selfemployeed,14975,5
824805858,49,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,14975,5
826477083,56,F,1,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,3
826478958,46,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,14975,5
826775058,60,F,2,Graduate,Married,FL,91750,yes,no,no,cellular,Selfemployeed,14975,5
827360883,49,F,4,High School,Single,FL,91750,yes,no,no,unknown,Selfemployeed,14975,4
768921933,52,F,4,Unknown,Married,CA,91750,no,yes,no,unknown,Govt,14977,4
719459358,55,F,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,14980,5
714886533,27,F,1,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,14998,1
712887633,49,F,1,Doctorate,Single,NV,91750,no,yes,no,cellular,Retirees,15025,2
720135333,45,F,1,Graduate,Married,TX,91750,yes,no,no,unknown,Govt,15035,4
797150733,44,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,15042,4
779480658,45,F,4,Graduate,Single,NY,91750,no,no,no,unknown,Selfemployeed,15043,3
789314133,44,F,3,High School,Married,CA,91750,no,no,no,cellular,Retirees,15049,3
709468683,56,F,3,High School,Unknown,MN,91750,no,yes,no,unknown,Retirees,15052,1
787504158,48,F,3,High School,Married,NY,91750,no,yes,no,unknown,Selfemployeed,15054,4
769095558,49,F,3,Graduate,Married,IL,91750,yes,yes,no,cellular,Retirees,15064,4
713490483,43,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Retirees,15074,3
778493808,51,F,2,Graduate,Single,CA,91750,no,yes,no,unknown,Businessman,15077,5
711835758,46,F,3,High School,Married,NY,91750,yes,no,no,unknown,Businessman,15080,3
778357458,37,F,2,Unknown,Single,FL,91750,no,yes,yes,unknown,Businessman,15082,5
708298233,44,F,4,High School,Married,NJ,91750,no,no,no,unknown,Blue-collar,15092,3
773146383,29,M,1,Graduate,Married,TX,91750,yes,yes,no,unknown,Businessman,15099,5
771693933,57,F,0,Graduate,Single,FL,91750,no,yes,yes,cellular,White-collar,15110,4
713722608,64,M,0,High School,Married,NJ,91750,no,no,no,cellular,White-collar,15131,2
713748708,57,F,2,Graduate,Single,NY,91750,no,yes,no,cellular,Selfemployeed,15178,1
712880283,49,F,2,Graduate,Single,TX,91750,no,yes,yes,cellular,Retirees,15188,1
715457658,53,F,3,Post-Graduate,Married,NY,91750,yes,no,no,cellular,Govt,15211,1
801369258,65,F,1,Graduate,Single,NJ,91750,no,no,no,cellular,Selfemployeed,15266,4
789607983,50,F,4,Graduate,Married,CA,91750,yes,no,yes,unknown,Selfemployeed,15291,4
778734108,42,F,1,Graduate,Married,NM,91750,no,yes,no,cellular,Govt,15301,5
711146358,26,F,0,Post-Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,15309,2
712164333,41,F,3,High School,Married,TX,91750,yes,no,yes,cellular,Selfemployeed,15309,3
802243458,46,F,3,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,15322,5
715294083,41,F,4,Uneducated,Married,CA,91750,no,yes,no,cellular,Retirees,15324,2
772684833,44,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,15324,3
711320508,49,F,4,High School,Married,CA,91750,no,no,no,cellular,Retirees,15327,2
714989583,58,F,4,Unknown,Married,NY,91750,no,yes,yes,cellular,Blue-collar,15331,1
709192233,54,F,4,Unknown,Married,CA,91750,yes,no,no,cellular,Selfemployeed,15342,1
708174708,49,F,0,Graduate,Single,NY,91750,yes,no,no,cellular,White-collar,15355,1
716569983,43,F,2,Uneducated,Single,NY,91750,no,no,no,cellular,White-collar,15365,3
715952883,60,F,2,Unknown,Married,TX,91750,no,yes,no,unknown,Selfemployeed,15366,1
770764908,41,F,4,Graduate,Single,NV,91750,no,no,no,cellular,Businessman,15369,4
751487358,52,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,15370,4
771424908,44,F,0,Graduate,Married,NJ,91750,yes,no,no,unknown,White-collar,15371,5
715015683,47,F,3,High School,Married,FL,91750,yes,yes,no,cellular,Retirees,15381,2
712505658,39,F,1,High School,Single,NY,91750,yes,no,no,cellular,Businessman,15397,3
778381608,49,F,4,Unknown,Single,CA,91750,yes,no,yes,unknown,White-collar,15401,5
823912308,51,F,2,Unknown,Single,NY,91750,no,no,no,telephone,Retirees,15421,5
713187033,43,F,4,Unknown,Single,FL,91750,yes,no,no,unknown,Retirees,15434,1
719437908,45,F,2,Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,15436,5
720626058,49,F,0,Post-Graduate,Married,TX,91750,yes,yes,no,cellular,Businessman,15439,5
713438358,51,F,3,Uneducated,Unknown,CA,91750,no,no,yes,cellular,Govt,15443,2
709703433,30,F,1,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,15446,2
720406233,56,F,1,High School,Married,TX,91750,no,yes,no,unknown,Businessman,15454,5
713861733,37,F,3,Graduate,Single,FL,91750,no,no,no,cellular,Retirees,15474,2
709932558,34,F,2,Graduate,Unknown,TX,91750,no,no,no,unknown,Blue-collar,15484,3
717840108,50,F,2,Uneducated,Single,TX,91750,no,no,no,cellular,Blue-collar,15489,1
714454758,57,F,3,High School,Married,NJ,91750,no,no,no,cellular,Businessman,15496,3
708741633,44,F,3,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,15508,2
720673008,50,F,1,Uneducated,Married,CA,91750,no,yes,no,unknown,Blue-collar,15515,4
718870158,44,F,3,Uneducated,Unknown,FL,91750,no,no,no,cellular,White-collar,15516,4
797643708,43,F,3,High School,Unknown,TX,91750,no,yes,no,unknown,White-collar,15522,5
801728658,48,F,3,Post-Graduate,Married,FL,91750,no,no,no,cellular,Selfemployeed,15524,5
710462433,58,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,15525,2
710208633,49,F,3,Unknown,Unknown,NY,91750,yes,no,no,cellular,White-collar,15540,3
716341833,35,F,0,Unknown,Married,FL,91750,yes,no,no,unknown,Businessman,15549,3
720115683,46,F,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Selfemployeed,15551,4
772452783,37,F,0,Unknown,Married,NY,91750,yes,no,no,telephone,Businessman,15553,4
708834483,60,F,1,Uneducated,Married,TX,91750,yes,no,yes,telephone,Businessman,15554,2
708679383,53,F,3,Graduate,Married,NY,91750,yes,no,no,unknown,White-collar,15566,3
720668358,49,F,4,High School,Married,CA,91750,yes,yes,no,unknown,Blue-collar,15597,5
720707283,53,F,2,High School,Married,CA,91750,no,no,yes,cellular,Businessman,15603,5
771602883,51,F,4,High School,Married,TX,91750,yes,no,no,cellular,White-collar,15603,5
819943458,55,F,3,Graduate,Single,FL,91750,yes,no,no,unknown,Retirees,15603,5
718595583,26,F,0,Post-Graduate,Single,NY,91750,no,yes,yes,cellular,Businessman,15621,5
713469333,47,F,1,Uneducated,Single,SC,91750,no,yes,no,unknown,Businessman,15622,1
820020258,53,F,1,Graduate,Single,FL,91750,yes,no,no,unknown,Businessman,15632,5
710500983,57,F,1,High School,Single,CA,91750,no,yes,no,unknown,Selfemployeed,15637,2
716277558,38,F,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Govt,15641,2
709473708,59,M,0,Graduate,Single,TX,91750,yes,no,no,unknown,Selfemployeed,15643,3
715367058,63,F,0,High School,Single,FL,91750,no,yes,no,unknown,Blue-collar,15663,5
708486033,59,F,0,Doctorate,Single,CA,91750,yes,no,no,cellular,Retirees,15671,3
821168733,52,F,2,High School,Single,TX,91750,no,no,no,cellular,Businessman,15682,3
713474733,50,F,1,High School,Single,NY,91750,no,yes,no,cellular,Businessman,15683,3
719737833,52,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Businessman,15684,3
720283758,60,F,1,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,15687,3
721469433,57,F,4,Unknown,Married,FL,91750,yes,yes,yes,unknown,Businessman,15688,5
716222808,44,F,4,High School,Single,TX,91750,no,no,no,cellular,Retirees,15699,2
806256333,49,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,15712,4
714495258,49,F,2,High School,Single,NY,91750,no,yes,yes,cellular,Govt,15718,2
717392358,38,F,3,Uneducated,Married,FL,91750,yes,no,no,cellular,Selfemployeed,15720,3
822969858,47,F,3,Graduate,Married,TX,91750,yes,yes,no,cellular,Retirees,15725,3
779310033,48,F,4,Uneducated,Married,CA,91750,no,yes,no,unknown,White-collar,15726,5
709422183,49,F,4,Uneducated,Married,FL,91750,no,yes,no,telephone,Blue-collar,15736,3
714073983,50,F,0,Graduate,Married,TX,91750,yes,no,no,cellular,Blue-collar,15747,5
716790633,54,F,2,High School,Married,NY,91750,no,yes,no,cellular,Govt,15757,3
778459833,48,F,4,Graduate,Single,NY,91750,yes,no,no,cellular,Retirees,15763,5
714751158,43,F,3,High School,Married,CA,91750,no,no,no,unknown,Selfemployeed,15766,2
711848658,41,F,2,High School,Married,TX,91750,no,yes,no,unknown,White-collar,15777,3
719391783,41,F,4,High School,Single,FL,91750,no,yes,no,cellular,Blue-collar,15789,4
708316008,43,F,5,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,15806,3
713331408,47,M,2,Doctorate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,15826,2
712340733,42,F,3,Unknown,Single,TX,91750,yes,no,no,cellular,Blue-collar,15828,3
714178458,40,F,5,Uneducated,Married,CA,91750,yes,yes,no,unknown,Businessman,15834,1
713352183,49,F,5,Unknown,Married,CA,91750,no,no,no,unknown,White-collar,15844,1
718909158,43,F,5,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,15861,3
788827308,45,F,3,High School,Married,NY,91750,yes,no,no,cellular,Selfemployeed,15881,4
714915633,52,F,3,High School,Married,CA,91750,yes,yes,yes,cellular,Businessman,15883,3
719831958,38,F,3,Uneducated,Single,CA,91750,yes,no,no,unknown,Businessman,15899,4
719945433,61,F,0,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,15909,4
802276683,47,F,4,Unknown,Unknown,CA,91750,no,yes,no,cellular,Businessman,15919,5
711527508,43,F,3,Unknown,Single,CA,91750,no,no,no,unknown,Retirees,15953,1
710736558,57,F,3,Unknown,Single,NJ,91750,no,no,no,telephone,Govt,15955,2
711639708,42,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,15960,2
712589658,45,F,3,Graduate,Single,FL,91750,no,no,no,cellular,White-collar,15964,2
807030858,60,F,2,High School,Married,TX,91750,no,no,no,cellular,Selfemployeed,15979,5
714629358,51,F,5,Post-Graduate,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,15988,2
716425833,52,F,2,High School,Single,FL,91750,yes,no,no,cellular,White-collar,15999,3
815484783,57,F,2,Graduate,Married,CA,91750,no,yes,yes,cellular,Retirees,16002,5
812019933,47,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,16027,4
783364233,53,F,1,Graduate,Married,FL,91750,yes,yes,no,unknown,Businessman,16030,5
713804883,45,F,1,Uneducated,Married,NY,91750,yes,yes,no,cellular,Retirees,16038,3
708212658,40,F,3,High School,Single,TX,91750,no,no,yes,unknown,Retirees,16041,2
718735908,53,F,2,Graduate,Married,CA,91750,no,no,no,cellular,Businessman,16042,5
766706358,52,F,2,Graduate,Married,TX,91750,yes,no,no,unknown,Blue-collar,16043,4
720497958,54,F,1,Graduate,Married,CA,91750,no,yes,no,unknown,Retirees,16049,4
709185108,48,F,3,Unknown,Single,TX,91750,no,yes,no,cellular,Govt,16051,1
772341783,38,F,4,Graduate,Single,FL,91750,no,no,no,cellular,Blue-collar,16053,5
713039808,39,F,1,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,16069,3
708913233,50,F,0,Graduate,Single,NY,91750,yes,yes,no,cellular,Govt,16076,2
758765808,48,F,4,Post-Graduate,Single,CA,91750,no,no,no,cellular,Businessman,16082,4
709876008,36,F,2,Unknown,Unknown,TX,91750,yes,no,no,cellular,Blue-collar,16094,1
721310283,48,F,1,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,16096,4
793630083,49,F,1,Graduate,Married,TX,91750,no,yes,no,cellular,Selfemployeed,16106,5
708347583,39,F,0,Graduate,Married,CA,91750,no,yes,no,unknown,Blue-collar,16112,2
771844458,40,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,16119,4
715940358,50,F,2,Graduate,Single,TX,91750,no,yes,yes,cellular,Retirees,16125,2
709826058,53,F,2,Uneducated,Married,CA,91750,no,yes,no,unknown,Retirees,16146,1
712595433,44,F,4,Unknown,Married,FL,91750,yes,no,no,cellular,Govt,16147,3
709584483,42,F,4,High School,Married,TX,91750,yes,yes,no,unknown,Retirees,16153,3
720529308,60,F,1,Unknown,Married,NY,91750,no,no,no,cellular,Selfemployeed,16162,5
778426608,47,F,5,Unknown,Unknown,NY,91750,no,yes,no,unknown,Businessman,16165,5
716864733,51,F,2,Post-Graduate,Single,CA,91750,no,yes,no,unknown,Selfemployeed,16167,2
804403908,48,F,2,Unknown,Married,TX,91750,no,no,yes,cellular,Govt,16168,3
756013833,50,F,3,Graduate,Unknown,GA,91750,no,no,no,cellular,Blue-collar,16175,4
714970458,54,F,1,Graduate,Single,NY,91750,no,no,no,unknown,Retirees,16180,3
779330208,39,F,4,Post-Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,16202,4
709716258,49,M,4,Uneducated,Married,CA,91750,no,no,no,unknown,Retirees,16225,3
772000533,30,F,0,Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,16226,4
708633783,33,F,3,Graduate,Married,FL,91750,no,yes,no,cellular,Blue-collar,16244,2
788971308,49,F,4,Graduate,Married,CA,91750,no,yes,no,unknown,Blue-collar,16248,4
713637783,52,F,1,High School,Married,TX,91750,no,yes,no,cellular,Blue-collar,16254,3
712953483,58,F,1,Unknown,Married,NY,91750,yes,no,no,unknown,Selfemployeed,16293,1
720206658,35,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Blue-collar,16293,4
788946783,39,F,3,Graduate,Unknown,TX,91750,no,yes,yes,telephone,Blue-collar,16303,4
717138558,56,F,5,Graduate,Single,NY,91750,yes,yes,no,unknown,Blue-collar,16308,3
708593883,35,F,0,Doctorate,Married,TX,91750,no,yes,no,unknown,White-collar,16316,3
713679633,40,F,4,Graduate,Single,CA,91750,yes,yes,no,cellular,Businessman,16353,2
809959683,50,F,1,Graduate,Married,FL,91750,no,no,no,cellular,Blue-collar,16353,3
771180033,40,F,2,High School,Married,CA,91750,no,no,no,unknown,Govt,16361,4
720868683,54,F,2,High School,Single,NY,91750,no,no,no,cellular,Govt,16381,5
788107683,55,F,2,Unknown,Married,IA,91750,no,no,yes,cellular,White-collar,16394,4
720848733,46,F,2,Graduate,Married,TX,91750,no,no,no,cellular,Selfemployeed,16397,5
709376508,62,F,2,Graduate,Married,FL,91750,no,no,no,cellular,Businessman,16402,1
713279808,54,F,3,High School,Married,TX,91750,no,no,no,unknown,Businessman,16413,3
794340033,54,F,2,Post-Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,16414,4
713075283,40,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,16415,3
712576908,50,F,2,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,16419,2
709035708,56,F,2,Graduate,Single,TX,91750,no,yes,no,unknown,Govt,16430,3
715232058,51,F,3,High School,Single,TX,91750,no,yes,no,cellular,Businessman,16430,3
788814783,52,F,2,Uneducated,Single,NY,91750,no,no,no,telephone,White-collar,16431,4
793712658,57,F,1,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,16433,5
816261858,42,F,3,High School,Single,NY,91750,no,no,no,cellular,Selfemployeed,16433,5
720648483,54,F,2,Doctorate,Married,NY,91750,no,yes,no,unknown,Govt,16456,4
794113758,62,M,1,Graduate,Unknown,TX,91750,no,no,yes,cellular,Businessman,16461,4
715968858,52,F,0,Doctorate,Single,NJ,91750,no,no,no,cellular,Businessman,16475,3
772137183,47,F,3,Uneducated,Unknown,TX,91750,no,no,no,cellular,Govt,16492,5
778456983,52,F,4,Post-Graduate,Married,TX,91750,yes,no,no,cellular,Govt,16505,4
772935108,51,F,2,Graduate,Married,NY,91750,no,yes,yes,cellular,Retirees,16510,3
752085108,49,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,16512,3
712187808,47,F,3,Uneducated,Single,FL,91750,yes,yes,no,cellular,Selfemployeed,16520,3
712821333,46,F,4,Graduate,Married,NY,91750,yes,no,no,cellular,Selfemployeed,16520,2
718861458,56,F,3,Uneducated,Married,FL,91750,no,yes,yes,cellular,Selfemployeed,16520,5
718972758,51,F,1,High School,Single,TX,91750,no,yes,no,cellular,Selfemployeed,16520,4
720462633,34,F,3,Graduate,Single,TX,91750,no,yes,no,unknown,Selfemployeed,16520,5
720953658,57,F,3,Unknown,Single,NY,91750,yes,no,no,cellular,Selfemployeed,16520,5
753226158,34,F,2,Graduate,Single,NY,91750,no,no,no,telephone,Selfemployeed,16520,4
778623858,45,F,4,Uneducated,Married,NJ,91750,no,no,no,unknown,Selfemployeed,16520,3
779696883,32,F,1,High School,Married,TX,91750,no,no,no,unknown,Selfemployeed,16520,4
780376683,45,F,2,High School,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,16520,4
710345808,60,F,0,Uneducated,Married,NY,91750,yes,no,no,cellular,Blue-collar,16523,3
713857758,44,F,3,Uneducated,Married,CT,91750,no,yes,no,unknown,Businessman,16533,1
719917233,35,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,16536,3
713736333,49,F,3,High School,Married,CA,91750,yes,yes,yes,cellular,White-collar,16544,3
712751133,42,F,1,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,16564,3
716612958,38,F,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Blue-collar,16567,3
709224033,62,F,0,High School,Married,CA,91750,no,no,no,cellular,Blue-collar,16583,2
788370258,36,F,3,Post-Graduate,Single,IL,91750,no,no,no,cellular,Businessman,16601,3
719471433,65,F,1,High School,Married,NY,91750,no,yes,no,unknown,Blue-collar,16608,5
713830233,44,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Govt,16611,3
804833058,40,F,4,Unknown,Single,FL,91750,no,yes,no,cellular,Businessman,16611,5
713203908,43,F,3,Graduate,Single,CA,91750,yes,no,no,unknown,White-collar,16654,2
716334258,48,M,2,Doctorate,Single,NY,91750,no,no,no,cellular,Retirees,16656,5
712149033,47,F,4,Graduate,Single,FL,91750,yes,yes,no,cellular,Blue-collar,16667,3
716615583,46,F,3,High School,Single,NY,91750,no,yes,no,cellular,Govt,16668,2
710138883,47,F,4,Unknown,Single,TX,91750,no,yes,no,unknown,Selfemployeed,16670,1
775152708,58,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,16680,4
710793783,41,F,4,High School,Single,NJ,91750,no,yes,no,cellular,Govt,16687,2
716835033,39,F,2,Doctorate,Married,NY,91750,no,yes,no,unknown,Govt,16689,3
721036233,28,F,1,Graduate,Married,CA,91750,no,no,no,cellular,Selfemployeed,16693,3
783020958,47,F,2,Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,16695,4
798962058,45,F,0,Unknown,Single,NY,91750,yes,no,no,unknown,Govt,16701,5
719338383,49,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,16710,4
771196083,34,F,2,Graduate,Single,CA,91750,yes,yes,no,cellular,Selfemployeed,16719,3
710092683,40,F,4,Graduate,Single,CA,91750,yes,no,no,unknown,Businessman,16725,2
714888633,42,F,4,Post-Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,16731,3
738627708,50,F,3,Graduate,Unknown,NY,91750,no,yes,no,unknown,White-collar,16743,4
773236983,62,F,1,Post-Graduate,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,16745,5
710990283,46,F,3,Unknown,Unknown,NY,91750,no,no,no,unknown,Businessman,16747,2
721279083,52,F,2,Uneducated,Married,CA,91750,no,yes,no,cellular,White-collar,16767,4
709488108,53,F,2,High School,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,16788,3
713416233,44,F,3,Uneducated,Single,CA,91750,no,yes,no,unknown,Businessman,16810,3
717203958,40,F,1,Uneducated,Married,TX,91750,no,no,no,cellular,Selfemployeed,16814,2
708668283,54,F,1,High School,Single,FL,91750,no,yes,no,telephone,Blue-collar,16829,1
712730583,54,F,1,Unknown,Married,CA,91750,yes,no,no,telephone,White-collar,16837,2
788474658,36,F,2,Graduate,Married,FL,91750,no,no,no,unknown,Businessman,16837,4
710844408,37,F,2,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Selfemployeed,16851,3
788194458,48,F,3,Graduate,Single,TX,91750,no,yes,no,cellular,White-collar,16853,4
715442958,40,F,3,Doctorate,Married,IL,91750,no,yes,no,cellular,Retirees,16877,1
715901508,51,F,2,High School,Single,TX,91750,no,no,no,unknown,Businessman,16886,3
826421958,45,F,3,Uneducated,Married,TX,91750,no,yes,yes,unknown,Businessman,16889,4
716998608,61,F,1,Graduate,Single,TX,91750,no,yes,no,unknown,Retirees,16908,1
788210583,34,M,1,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,16920,5
719987733,33,F,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,16957,4
709534083,39,F,2,Graduate,Single,FL,91750,no,yes,yes,cellular,Selfemployeed,16967,3
781306758,53,F,1,Graduate,Single,NY,91750,no,no,no,cellular,White-collar,16977,5
717599283,38,F,2,Uneducated,Single,FL,91750,no,no,no,unknown,Selfemployeed,16988,3
713325108,41,F,5,Graduate,Married,FL,91750,yes,no,no,cellular,Retirees,16993,3
717167283,45,F,4,Graduate,Single,CA,91750,no,no,no,cellular,Govt,16999,2
712475733,43,F,1,Uneducated,Married,FL,91750,yes,yes,no,unknown,White-collar,17012,3
715416633,58,F,2,Unknown,Married,NJ,91750,no,no,no,cellular,Retirees,17037,2
717958833,53,F,3,Uneducated,Single,CA,91750,yes,no,no,cellular,Govt,17042,3
713685033,51,F,4,Graduate,Single,NJ,91750,no,yes,no,cellular,Selfemployeed,17055,3
768212583,51,F,3,High School,Married,TX,91750,yes,yes,no,unknown,Selfemployeed,17060,5
721205508,45,F,3,High School,Married,CA,91750,no,yes,no,cellular,Blue-collar,17061,4
718342158,48,F,2,Doctorate,Married,TX,91750,no,yes,no,unknown,Blue-collar,17069,1
713847858,48,F,2,Unknown,Single,WA,54101,no,yes,no,unknown,Businessman,17074,3
709430508,38,F,1,Post-Graduate,Single,CA,91750,no,yes,yes,cellular,White-collar,17077,2
789307833,52,F,1,High School,Married,NY,91750,yes,yes,no,cellular,Blue-collar,17085,3
719916408,48,F,2,Graduate,Married,NJ,91750,no,yes,no,unknown,White-collar,17086,4
714985458,38,M,3,Graduate,Married,TX,91750,no,yes,no,cellular,Businessman,17090,1
714772758,50,F,1,High School,Married,NY,91750,yes,yes,no,cellular,Blue-collar,17094,3
714287583,53,F,3,Unknown,Married,CA,91750,yes,yes,no,cellular,Businessman,17105,3
712291308,50,F,4,Graduate,Single,NY,91750,no,yes,no,unknown,Govt,17106,3
715394883,52,F,1,High School,Married,FL,91750,no,yes,no,cellular,Businessman,17115,3
716198358,38,F,3,Graduate,Married,CA,91750,yes,yes,no,cellular,Govt,17129,1
787547208,43,F,4,High School,Unknown,NV,91750,no,yes,no,cellular,Selfemployeed,17139,5
709711758,54,F,1,Graduate,Married,FL,91750,yes,yes,no,unknown,White-collar,17144,2
716022258,47,F,3,Graduate,Married,NY,91750,yes,no,yes,cellular,Businessman,17154,3
815353083,53,F,3,Doctorate,Married,TX,91750,no,no,no,unknown,Businessman,17174,5
719273733,51,F,1,High School,Single,FL,91750,yes,yes,no,unknown,White-collar,17175,4
720863133,38,M,1,Graduate,Single,IL,91750,no,yes,no,unknown,Blue-collar,17176,4
721304133,31,F,0,Uneducated,Single,NJ,91750,yes,no,no,unknown,White-collar,17178,5
778346283,43,F,1,Post-Graduate,Married,NY,91750,yes,no,no,unknown,Retirees,17178,4
710497608,43,F,4,Graduate,Married,NY,91750,yes,no,no,unknown,White-collar,17202,1
708744933,43,F,4,Graduate,Single,NY,91750,no,yes,no,unknown,Govt,17205,2
716575758,32,F,3,Graduate,Single,NJ,91750,no,no,no,unknown,White-collar,17211,2
716811483,40,F,3,Doctorate,Married,TX,91750,no,yes,yes,telephone,Businessman,17221,3
712372158,32,F,0,High School,Married,TX,91750,no,yes,no,cellular,Govt,17226,2
721342383,64,F,0,Graduate,Single,NY,91750,yes,no,no,unknown,Blue-collar,17235,4
815500983,37,F,2,Unknown,Single,FL,91750,yes,yes,no,unknown,Blue-collar,17235,5
778137108,49,F,3,Uneducated,Married,NY,91750,no,no,no,cellular,Blue-collar,17238,3
814483608,54,F,4,Post-Graduate,Unknown,TX,91750,no,no,no,unknown,Businessman,17238,4
713008308,45,F,4,High School,Single,TX,91750,no,no,no,unknown,Govt,17241,3
815085708,45,F,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,17244,5
718346658,48,F,1,Uneducated,Married,FL,91750,no,no,no,cellular,White-collar,17261,1
711588708,45,F,2,Graduate,Married,FL,91750,yes,yes,no,cellular,Blue-collar,17269,2
711913833,43,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Retirees,17271,2
709096908,40,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,17285,2
827476983,54,F,0,Doctorate,Single,TX,91750,yes,yes,no,cellular,Govt,17285,3
716604633,42,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,Blue-collar,17290,3
804673308,41,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Blue-collar,17290,4
713041683,63,F,0,Unknown,Single,TX,91750,no,no,no,cellular,White-collar,17298,3
711836733,41,F,2,Graduate,Single,NY,91750,no,yes,no,unknown,Retirees,17299,3
715225458,33,F,0,Graduate,Single,CA,91750,yes,no,no,unknown,Selfemployeed,17303,2
713381433,65,M,0,Uneducated,Single,CA,91750,no,no,no,telephone,Blue-collar,17328,3
713312208,43,F,3,Post-Graduate,Unknown,NY,91750,no,no,no,cellular,Selfemployeed,17332,1
708501783,35,F,2,High School,Single,FL,91750,yes,no,no,cellular,Blue-collar,17340,3
713237958,42,F,1,Unknown,Married,FL,91750,no,yes,no,cellular,Blue-collar,17357,1
720392433,54,F,3,Graduate,Single,CA,91750,no,no,no,unknown,Govt,17365,5
